Page URL,Category,Rule ID,Title,Example,LCP,CLS,TTI,LH Score,Severity,Root Cause,Recommendation
https://getbootstrap.com/docs/5.1/getting-started/introduction/,,largest-contentful-paint,Largest Contentful Paint,,3357.817,0.09714614745953791,5156.475124999999,0.68,medium,"LCP is high (3357.817 ms). Likely causes: render-blocking CSS/JS, slow server, or oversized hero media.","Inline critical CSS, defer non-critical JS, preload hero media, compress/resize hero image, use CDN caching."
https://getbootstrap.com/docs/5.1/getting-started/introduction/,,color-contrast,Background and foreground colors do not have a sufficient contrast ratio.,"<li class=""mb-2"">",3357.817,0.09714614745953791,5156.475124999999,0.0,critical,Text/background contrast is below WCAG targets.,"Meet WCAG AA contrast: 4.5:1 for normal text, 3:1 for large text. Darken text or lighten background to raise contrast."
